Location;Color;Quantity in Pounds at Classifier;Size;Flavor;Quantity in Pounds At Pre-finish Operations;Packaging Type;Quantity in Pounds At Pack Operations
Columbus, OH;Coloring Agent24;241218;S3;F5;6902;Box;2462
Columbus, OH;Coloring Agent24;241218;S3;F8;2305;Box;2305
Columbus, OH;Coloring Agent24;241218;S4;F1;17053;Bag;17053
Columbus, OH;Coloring Agent24;241218;S4;F10;2130;Box;2130
Columbus, OH;Coloring Agent24;241218;S4;F11;2138;Bag;2138
Columbus, OH;Coloring Agent24;241218;S4;F12;2239;Bag;2239
Columbus, OH;Coloring Agent24;241218;S4;F2;2263;Bag;2263
Columbus, OH;Coloring Agent24;241218;S4;F3;2154;Bag;2154
Columbus, OH;Coloring Agent24;241218;S4;F4;3249;Bag;3249
Columbus, OH;Coloring Agent24;241218;S4;F5;20107;Bag;17892
Columbus, OH;Coloring Agent24;241218;S4;F5;20107;Box;2215
Columbus, OH;Coloring Agent24;241218;S4;F7;525;Bag;525
Columbus, OH;Coloring Agent24;241218;S4;F8;1405;Bag;1405
Columbus, OH;Coloring Agent24;241218;S4;F9;4229;Bag;2009
Columbus, OH;Coloring Agent24;241218;S4;F9;4229;Box;2220
Columbus, OH;Coloring Agent24;241218;S5;F1;4585;Bag;4585
Columbus, OH;Coloring Agent24;241218;S5;F10;5312;Bag;5312
Columbus, OH;Coloring Agent24;241218;S5;F11;2844;Bag;552
Columbus, OH;Coloring Agent24;241218;S5;F11;2844;Box;2292
Columbus, OH;Coloring Agent24;241218;S5;F2;564;Bag;564
Columbus, OH;Coloring Agent24;241218;S5;F3;2356;Bag;2356
Columbus, OH;Coloring Agent24;241218;S5;F4;4905;Bag;4905
Columbus, OH;Coloring Agent24;241218;S5;F5;5409;Bag;2881
Columbus, OH;Coloring Agent24;241218;S5;F5;5409;Box;2528
Columbus, OH;Coloring Agent24;241218;S5;F6;4902;Box;4902
Columbus, OH;Coloring Agent24;241218;S5;F8;6619;Bag;6619
Columbus, OH;Coloring Agent25;293190;S1;F1;2590;Box;2590
Columbus, OH;Coloring Agent25;293190;S1;F10;4960;Bag;4960
Columbus, OH;Coloring Agent25;293190;S1;F11;2757;Bag;2757
Columbus, OH;Coloring Agent25;293190;S1;F12;6007;Bag;6007
Columbus, OH;Coloring Agent25;293190;S1;F2;2968;Bag;2968
Columbus, OH;Coloring Agent25;293190;S1;F3;5042;Bag;2700
Columbus, OH;Coloring Agent25;293190;S1;F3;5042;Box;2342
Columbus, OH;Coloring Agent25;293190;S1;F7;16499;Bag;13601
Columbus, OH;Coloring Agent25;293190;S1;F7;16499;Box;2898
Columbus, OH;Coloring Agent25;293190;S1;F9;4591;Bag;4591
Columbus, OH;Coloring Agent25;293190;S2;F10;5360;Box;5360
Columbus, OH;Coloring Agent25;293190;S2;F11;9038;Bag;6373
Columbus, OH;Coloring Agent25;293190;S2;F11;9038;Box;2665
Columbus, OH;Coloring Agent25;293190;S2;F12;5901;Bag;2663
Columbus, OH;Coloring Agent25;293190;S2;F12;5901;Box;3238
Columbus, OH;Coloring Agent25;293190;S2;F2;5784;Bag;3184
Columbus, OH;Coloring Agent25;293190;S2;F2;5784;Box;2600
Columbus, OH;Coloring Agent25;293190;S2;F3;5607;Bag;2792
Columbus, OH;Coloring Agent25;293190;S2;F3;5607;Box;2815
Columbus, OH;Coloring Agent25;293190;S2;F5;6212;Bag;6212
Columbus, OH;Coloring Agent25;293190;S2;F6;9433;Bag;9433
Columbus, OH;Coloring Agent25;293190;S2;F7;15738;Bag;15738
Columbus, OH;Coloring Agent25;293190;S3;F10;4588;Bag;4588
Columbus, OH;Coloring Agent25;293190;S3;F11;15961;Bag;12829
Columbus, OH;Coloring Agent25;293190;S3;F11;15961;Box;3132
Columbus, OH;Coloring Agent25;293190;S3;F12;3268;Bag;3268
Columbus, OH;Coloring Agent25;293190;S3;F2;5692;Bag;5692
Columbus, OH;Coloring Agent25;293190;S3;F4;6392;Bag;3517
Columbus, OH;Coloring Agent25;293190;S3;F4;6392;Box;2875
Columbus, OH;Coloring Agent25;293190;S3;F6;12602;Bag;12602
Columbus, OH;Coloring Agent25;293190;S3;F7;23309;Bag;23309
Columbus, OH;Coloring Agent25;293190;S3;F8;3111;Bag;3111
Columbus, OH;Coloring Agent25;293190;S3;F9;4028;Bag;4028
Columbus, OH;Coloring Agent25;293190;S4;F1;3213;Bag;3213
Columbus, OH;Coloring Agent25;293190;S4;F10;8188;Bag;5733
Columbus, OH;Coloring Agent25;293190;S4;F10;8188;Box;2455
Columbus, OH;Coloring Agent25;293190;S4;F11;945;Bag;945
Columbus, OH;Coloring Agent25;293190;S4;F2;2590;Bag;2590
Columbus, OH;Coloring Agent25;293190;S4;F3;2394;Bag;2394
Columbus, OH;Coloring Agent25;293190;S4;F4;8459;Bag;8459
Columbus, OH;Coloring Agent25;293190;S4;F6;4555;Bag;4555
Columbus, OH;Coloring Agent25;293190;S4;F7;6679;Bag;6679
Columbus, OH;Coloring Agent25;293190;S4;F8;4620;Box;4620
Columbus, OH;Coloring Agent25;293190;S5;F1;5439;Bag;5439
Columbus, OH;Coloring Agent25;293190;S5;F11;8682;Bag;5527
Columbus, OH;Coloring Agent25;293190;S5;F11;8682;Box;3155
Columbus, OH;Coloring Agent25;293190;S5;F12;2790;Box;2790
Columbus, OH;Coloring Agent25;293190;S5;F2;4432;Bag;4432
Columbus, OH;Coloring Agent25;293190;S5;F3;8723;Box;8723
Columbus, OH;Coloring Agent25;293190;S5;F4;2632;Bag;2632
Columbus, OH;Coloring Agent25;293190;S5;F5;2438;Bag;2438
Columbus, OH;Coloring Agent25;293190;S5;F7;24045;Bag;21340
Columbus, OH;Coloring Agent25;293190;S5;F7;24045;Box;2705
Columbus, OH;Coloring Agent25;293190;S5;F9;4928;Bag;4928
Columbus, OH;Coloring Agent28;386914;S1;F1;5185;Bag;5185
Columbus, OH;Coloring Agent28;386914;S1;F10;5666;Bag;5666
Columbus, OH;Coloring Agent28;386914;S1;F11;3360;Bag;3360
Columbus, OH;Coloring Agent28;386914;S1;F12;6552;Bag;6552
Columbus, OH;Coloring Agent28;386914;S1;F2;3055;Bag;3055
Columbus, OH;Coloring Agent28;386914;S1;F4;5036;Bag;2481
Columbus, OH;Coloring Agent28;386914;S1;F4;5036;Box;2555
Columbus, OH;Coloring Agent28;386914;S1;F5;8785;Bag;8785
Columbus, OH;Coloring Agent28;386914;S1;F6;4900;Bag;2315
Columbus, OH;Coloring Agent28;386914;S1;F6;4900;Box;2585
Columbus, OH;Coloring Agent28;386914;S1;F7;2546;Bag;278
Columbus, OH;Coloring Agent28;386914;S1;F7;2546;Box;2268
Columbus, OH;Coloring Agent28;386914;S1;F8;12327;Bag;6745
Columbus, OH;Coloring Agent28;386914;S1;F8;12327;Box;5582
Columbus, OH;Coloring Agent28;386914;S1;F9;19371;Bag;14451
Columbus, OH;Coloring Agent28;386914;S1;F9;19371;Box;4920
Columbus, OH;Coloring Agent28;386914;S2;F1;10403;Bag;10403
Columbus, OH;Coloring Agent28;386914;S2;F10;11082;Bag;11082
Columbus, OH;Coloring Agent28;386914;S2;F11;3337;Bag;3337
Columbus, OH;Coloring Agent28;386914;S2;F12;8268;Bag;5406
Columbus, OH;Coloring Agent28;386914;S2;F12;8268;Box;2862
Columbus, OH;Coloring Agent28;386914;S2;F4;2211;Bag;2211
Columbus, OH;Coloring Agent28;386914;S2;F5;5563;Bag;5563
Columbus, OH;Coloring Agent28;386914;S2;F6;14235;Bag;6675
Columbus, OH;Coloring Agent28;386914;S2;F6;14235;Box;7560
Columbus, OH;Coloring Agent28;386914;S2;F7;2865;Box;2865
Columbus, OH;Coloring Agent28;386914;S2;F9;7936;Bag;7936
Columbus, OH;Coloring Agent28;386914;S3;F1;6432;Bag;6250
Columbus, OH;Coloring Agent28;386914;S3;F1;6432;Box;182
Columbus, OH;Coloring Agent28;386914;S3;F10;9912;Bag;9912
Columbus, OH;Coloring Agent28;386914;S3;F11;7039;Bag;7039
Columbus, OH;Coloring Agent28;386914;S3;F12;6629;Bag;2654
Columbus, OH;Coloring Agent28;386914;S3;F12;6629;Box;3975
Columbus, OH;Coloring Agent28;386914;S3;F2;4718;Bag;4718
Columbus, OH;Coloring Agent28;386914;S3;F3;9202;Bag;6784
Columbus, OH;Coloring Agent28;386914;S3;F3;9202;Box;2418
Columbus, OH;Coloring Agent28;386914;S3;F4;9814;Bag;9814
Columbus, OH;Coloring Agent28;386914;S3;F5;2208;Box;2208
Columbus, OH;Coloring Agent28;386914;S3;F6;2548;Bag;2548
Columbus, OH;Coloring Agent28;386914;S3;F7;2710;Box;2710
Columbus, OH;Coloring Agent28;386914;S3;F8;9297;Bag;4882
Columbus, OH;Coloring Agent28;386914;S3;F8;9297;Box;4415
Columbus, OH;Coloring Agent28;386914;S3;F9;26409;Bag;24204
Columbus, OH;Coloring Agent28;386914;S3;F9;26409;Box;2205
Columbus, OH;Coloring Agent28;386914;S4;F1;3229;Bag;524
Columbus, OH;Coloring Agent28;386914;S4;F1;3229;Box;2705
Columbus, OH;Coloring Agent28;386914;S4;F11;8843;Bag;6471
Columbus, OH;Coloring Agent28;386914;S4;F11;8843;Box;2372
Columbus, OH;Coloring Agent28;386914;S4;F2;2290;Bag;2290
Columbus, OH;Coloring Agent28;386914;S4;F3;10618;Bag;6528
Columbus, OH;Coloring Agent28;386914;S4;F3;10618;Box;4090
Columbus, OH;Coloring Agent28;386914;S4;F4;7607;Bag;7607
Columbus, OH;Coloring Agent28;386914;S4;F5;4651;Bag;4651
Columbus, OH;Coloring Agent28;386914;S4;F6;3270;Bag;3270
Columbus, OH;Coloring Agent28;386914;S4;F8;2681;Bag;2246
Columbus, OH;Coloring Agent28;386914;S4;F8;2681;Box;435
Columbus, OH;Coloring Agent28;386914;S4;F9;11087;Bag;3195
Columbus, OH;Coloring Agent28;386914;S4;F9;11087;Box;7892
Columbus, OH;Coloring Agent28;386914;S5;F1;9406;Bag;9284
Columbus, OH;Coloring Agent28;386914;S5;F1;9406;Box;122
Columbus, OH;Coloring Agent28;386914;S5;F10;8563;Bag;5413
Columbus, OH;Coloring Agent28;386914;S5;F10;8563;Box;3150
Columbus, OH;Coloring Agent28;386914;S5;F11;8309;Bag;5124
Columbus, OH;Coloring Agent28;386914;S5;F11;8309;Box;3185
Columbus, OH;Coloring Agent28;386914;S5;F12;14419;Bag;8181
Columbus, OH;Coloring Agent28;386914;S5;F12;14419;Box;6238
Columbus, OH;Coloring Agent28;386914;S5;F2;1995;Bag;1995
Columbus, OH;Coloring Agent28;386914;S5;F3;5215;Bag;2925
Columbus, OH;Coloring Agent28;386914;S5;F3;5215;Box;2290
Columbus, OH;Coloring Agent28;386914;S5;F4;10737;Bag;8599
Columbus, OH;Coloring Agent28;386914;S5;F4;10737;Box;2138
Columbus, OH;Coloring Agent28;386914;S5;F5;4337;Bag;4337
Columbus, OH;Coloring Agent28;386914;S5;F6;6304;Bag;6304
Columbus, OH;Coloring Agent28;386914;S5;F7;3886;Bag;3886
Columbus, OH;Coloring Agent28;386914;S5;F8;2308;Bag;2308
Columbus, OH;Coloring Agent28;386914;S5;F9;17558;Bag;17558
Columbus, OH;Coloring Agent3;319967;S1;F1;8709;Bag;8709
Columbus, OH;Coloring Agent3;319967;S1;F11;16439;Bag;13559
Columbus, OH;Coloring Agent3;319967;S1;F11;16439;Box;2880
Columbus, OH;Coloring Agent3;319967;S1;F12;4857;Bag;4857
Columbus, OH;Coloring Agent3;319967;S1;F2;28425;Bag;27810
Columbus, OH;Coloring Agent3;319967;S1;F2;28425;Box;615
Columbus, OH;Coloring Agent3;319967;S1;F3;17370;Bag;17370
Columbus, OH;Coloring Agent3;319967;S1;F4;9187;Bag;9187
Columbus, OH;Coloring Agent3;319967;S1;F6;2343;Bag;2343
Columbus, OH;Coloring Agent3;319967;S1;F7;12532;Bag;12532
Columbus, OH;Coloring Agent3;319967;S1;F8;18361;Bag;18361
Columbus, OH;Coloring Agent3;319967;S1;F9;19368;Bag;19368
Columbus, OH;Coloring Agent3;319967;S2;F1;9028;Bag;6488
Columbus, OH;Coloring Agent3;319967;S2;F1;9028;Box;2540
Columbus, OH;Coloring Agent3;319967;S2;F10;3933;Bag;3933
Columbus, OH;Coloring Agent3;319967;S2;F11;8323;Bag;8323
Columbus, OH;Coloring Agent3;319967;S2;F12;2745;Bag;2745
Columbus, OH;Coloring Agent3;319967;S2;F2;2544;Bag;2544
Columbus, OH;Coloring Agent3;319967;S2;F3;3991;Bag;1903
Columbus, OH;Coloring Agent3;319967;S2;F3;3991;Box;2088
Columbus, OH;Coloring Agent3;319967;S2;F4;2297;Bag;2297
Columbus, OH;Coloring Agent3;319967;S2;F5;1885;Box;1885
Columbus, OH;Coloring Agent3;319967;S2;F6;2594;Bag;2594
Columbus, OH;Coloring Agent3;319967;S2;F7;9366;Bag;4194
Columbus, OH;Coloring Agent3;319967;S2;F7;9366;Box;5172
Columbus, OH;Coloring Agent3;319967;S2;F9;4485;Bag;4485
Columbus, OH;Coloring Agent3;319967;S3;F1;4816;Bag;2051
Columbus, OH;Coloring Agent3;319967;S3;F1;4816;Box;2765
Columbus, OH;Coloring Agent3;319967;S3;F10;4953;Bag;4953
Columbus, OH;Coloring Agent3;319967;S3;F11;6289;Bag;6289
Columbus, OH;Coloring Agent3;319967;S3;F12;7752;Bag;7752
Columbus, OH;Coloring Agent3;319967;S3;F2;6506;Bag;6506
Columbus, OH;Coloring Agent3;319967;S3;F4;2578;Bag;2578
Columbus, OH;Coloring Agent3;319967;S3;F5;4515;Bag;2290
Columbus, OH;Coloring Agent3;319967;S3;F5;4515;Box;2225
Columbus, OH;Coloring Agent3;319967;S3;F6;2099;Bag;2099
Columbus, OH;Coloring Agent3;319967;S3;F7;7135;Bag;4967
Columbus, OH;Coloring Agent3;319967;S3;F7;7135;Box;2168
Columbus, OH;Coloring Agent3;319967;S3;F9;4548;Bag;4548
Columbus, OH;Coloring Agent3;319967;S4;F1;5417;Bag;2337
Columbus, OH;Coloring Agent3;319967;S4;F1;5417;Box;3080
Columbus, OH;Coloring Agent3;319967;S4;F10;4888;Bag;2516
Columbus, OH;Coloring Agent3;319967;S4;F10;4888;Box;2372
Columbus, OH;Coloring Agent3;319967;S4;F11;5871;Bag;5871
Columbus, OH;Coloring Agent3;319967;S4;F12;1923;Box;1923
Columbus, OH;Coloring Agent3;319967;S4;F2;7918;Bag;5206
Columbus, OH;Coloring Agent3;319967;S4;F2;7918;Box;2712
Columbus, OH;Coloring Agent3;319967;S4;F3;5597;Bag;3205
Columbus, OH;Coloring Agent3;319967;S4;F3;5597;Box;2392
Columbus, OH;Coloring Agent3;319967;S4;F4;2844;Bag;2844
Columbus, OH;Coloring Agent3;319967;S4;F5;2688;Box;2688
Columbus, OH;Coloring Agent3;319967;S4;F7;2434;Bag;2434
Columbus, OH;Coloring Agent3;319967;S4;F8;3176;Bag;3176
Columbus, OH;Coloring Agent3;319967;S4;F9;5243;Bag;5243
Columbus, OH;Coloring Agent3;319967;S5;F1;4586;Bag;633
Columbus, OH;Coloring Agent3;319967;S5;F1;4586;Box;3953
Columbus, OH;Coloring Agent3;319967;S5;F11;4257;Bag;4257
Columbus, OH;Coloring Agent3;319967;S5;F12;3557;Bag;1765
Columbus, OH;Coloring Agent3;319967;S5;F12;3557;Box;1792
Columbus, OH;Coloring Agent3;319967;S5;F2;2038;Bag;2038
Columbus, OH;Coloring Agent3;319967;S5;F3;3442;Bag;2178
Columbus, OH;Coloring Agent3;319967;S5;F3;3442;Box;1264
Columbus, OH;Coloring Agent3;319967;S5;F4;5513;Bag;3671
Columbus, OH;Coloring Agent3;319967;S5;F4;5513;Box;1842
Columbus, OH;Coloring Agent3;319967;S5;F5;3813;Bag;3813
Columbus, OH;Coloring Agent3;319967;S5;F7;1219;Bag;1219
Columbus, OH;Coloring Agent3;319967;S5;F8;1918;Box;1918
Columbus, OH;Coloring Agent3;319967;S5;F9;1652;Bag;1652
Columbus, OH;Coloring Agent32;500351;S1;F1;35200;Bag;35200
Columbus, OH;Coloring Agent32;500351;S1;F11;6503;Bag;4408
Columbus, OH;Coloring Agent32;500351;S1;F11;6503;Box;2095
Columbus, OH;Coloring Agent32;500351;S1;F12;2780;Bag;2780
Columbus, OH;Coloring Agent32;500351;S1;F2;7168;Bag;4890
Columbus, OH;Coloring Agent32;500351;S1;F2;7168;Box;2278
Columbus, OH;Coloring Agent32;500351;S1;F5;4254;Bag;1524
Columbus, OH;Coloring Agent32;500351;S1;F5;4254;Box;2730
Columbus, OH;Coloring Agent32;500351;S1;F6;3616;Bag;1244
Columbus, OH;Coloring Agent32;500351;S1;F6;3616;Box;2372
Columbus, OH;Coloring Agent32;500351;S1;F7;4261;Bag;2031
Columbus, OH;Coloring Agent32;500351;S1;F7;4261;Box;2230
Columbus, OH;Coloring Agent32;500351;S1;F8;2628;Bag;2628
Columbus, OH;Coloring Agent32;500351;S1;F9;2265;Box;2265
Columbus, OH;Coloring Agent32;500351;S2;F1;83200;Bag;83200
Columbus, OH;Coloring Agent32;500351;S2;F10;2996;Bag;2996
Columbus, OH;Coloring Agent32;500351;S2;F11;14719;Bag;9422
Columbus, OH;Coloring Agent32;500351;S2;F11;14719;Box;5297
Columbus, OH;Coloring Agent32;500351;S2;F12;9297;Bag;6437
Columbus, OH;Coloring Agent32;500351;S2;F12;9297;Box;2860
Columbus, OH;Coloring Agent32;500351;S2;F4;6546;Bag;4478
Columbus, OH;Coloring Agent32;500351;S2;F4;6546;Box;2068
Columbus, OH;Coloring Agent32;500351;S2;F5;114;Bag;114
Columbus, OH;Coloring Agent32;500351;S2;F7;2183;Bag;2183
Columbus, OH;Coloring Agent32;500351;S2;F8;5274;Bag;5274
Columbus, OH;Coloring Agent32;500351;S2;F9;5372;Bag;5372
Columbus, OH;Coloring Agent32;500351;S3;F1;101044;Bag;101044
Columbus, OH;Coloring Agent32;500351;S3;F10;2371;Bag;2371
Columbus, OH;Coloring Agent32;500351;S3;F12;4765;Box;4765
Columbus, OH;Coloring Agent32;500351;S3;F2;2008;Bag;2008
Columbus, OH;Coloring Agent32;500351;S3;F3;7756;Bag;4907
Columbus, OH;Coloring Agent32;500351;S3;F3;7756;Box;2849
Columbus, OH;Coloring Agent32;500351;S3;F4;4288;Box;4288
Columbus, OH;Coloring Agent32;500351;S3;F5;6518;Bag;4410
Columbus, OH;Coloring Agent32;500351;S3;F5;6518;Box;2108
Columbus, OH;Coloring Agent32;500351;S3;F7;5071;Bag;2613
Columbus, OH;Coloring Agent32;500351;S3;F7;5071;Box;2458
Columbus, OH;Coloring Agent32;500351;S3;F8;2184;Bag;2184
Columbus, OH;Coloring Agent32;500351;S3;F9;4524;Bag;4524
Columbus, OH;Coloring Agent32;500351;S4;F1;72867;Bag;72867
Columbus, OH;Coloring Agent32;500351;S4;F11;2452;Bag;2452
Columbus, OH;Coloring Agent32;500351;S4;F12;1997;Bag;1997
Columbus, OH;Coloring Agent32;500351;S4;F2;6137;Bag;6137
Columbus, OH;Coloring Agent32;500351;S4;F3;2370;Bag;2370
Columbus, OH;Coloring Agent32;500351;S4;F4;7541;Bag;4265
Columbus, OH;Coloring Agent32;500351;S4;F4;7541;Box;3276
Columbus, OH;Coloring Agent32;500351;S4;F5;5407;Bag;5407
Columbus, OH;Coloring Agent32;500351;S4;F7;2134;Bag;2134
Columbus, OH;Coloring Agent32;500351;S5;F1;34602;Bag;34602
Columbus, OH;Coloring Agent32;500351;S5;F10;2806;Bag;2806
Columbus, OH;Coloring Agent32;500351;S5;F11;2075;Bag;2075
Columbus, OH;Coloring Agent32;500351;S5;F12;439;Bag;439
Columbus, OH;Coloring Agent32;500351;S5;F3;2126;Bag;2126
Columbus, OH;Coloring Agent32;500351;S5;F6;3113;Bag;3113
Columbus, OH;Coloring Agent32;500351;S5;F7;7699;Bag;5191
Columbus, OH;Coloring Agent32;500351;S5;F7;7699;Box;2508
Columbus, OH;Coloring Agent32;500351;S5;F8;4912;Box;4912
Columbus, OH;Coloring Agent32;500351;S5;F9;2769;Bag;2769
Columbus, OH;Coloring Agent33;322724;S1;F1;8743;Bag;8743
Columbus, OH;Coloring Agent33;322724;S1;F10;4357;Bag;2407
Columbus, OH;Coloring Agent33;322724;S1;F10;4357;Box;1950
Columbus, OH;Coloring Agent33;322724;S1;F11;2344;Bag;2344
Columbus, OH;Coloring Agent33;322724;S1;F12;3510;Bag;3510
Columbus, OH;Coloring Agent33;322724;S1;F2;8479;Bag;2367
Columbus, OH;Coloring Agent33;322724;S1;F2;8479;Box;6112
Columbus, OH;Coloring Agent33;322724;S1;F4;4428;Bag;4428
Columbus, OH;Coloring Agent33;322724;S1;F5;2359;Bag;2359
Columbus, OH;Coloring Agent33;322724;S1;F6;5616;Bag;2324
Columbus, OH;Coloring Agent33;322724;S1;F6;5616;Box;3292
Columbus, OH;Coloring Agent33;322724;S1;F7;4998;Bag;4998
Columbus, OH;Coloring Agent33;322724;S1;F8;2398;Bag;2398
Columbus, OH;Coloring Agent33;322724;S1;F9;5910;Bag;5910
Columbus, OH;Coloring Agent33;322724;S2;F1;19548;Bag;15143
Columbus, OH;Coloring Agent33;322724;S2;F1;19548;Box;4405
Columbus, OH;Coloring Agent33;322724;S2;F10;3315;Bag;3315
Columbus, OH;Coloring Agent33;322724;S2;F11;8756;Bag;8756
Columbus, OH;Coloring Agent33;322724;S2;F12;10015;Bag;7640
Columbus, OH;Coloring Agent33;322724;S2;F12;10015;Box;2375
Columbus, OH;Coloring Agent33;322724;S2;F2;5445;Bag;5445
Columbus, OH;Coloring Agent33;322724;S2;F3;13844;Bag;11109
Columbus, OH;Coloring Agent33;322724;S2;F3;13844;Box;2735
Columbus, OH;Coloring Agent33;322724;S2;F4;6072;Bag;6072
Columbus, OH;Coloring Agent33;322724;S2;F5;15796;Bag;15796
Columbus, OH;Coloring Agent33;322724;S2;F6;11422;Bag;11422
Columbus, OH;Coloring Agent33;322724;S2;F7;6346;Bag;4168
Columbus, OH;Coloring Agent33;322724;S2;F7;6346;Box;2178
Columbus, OH;Coloring Agent33;322724;S2;F8;4543;Bag;892
Columbus, OH;Coloring Agent33;322724;S2;F8;4543;Box;3651
Columbus, OH;Coloring Agent33;322724;S2;F9;18202;Bag;18202
Columbus, OH;Coloring Agent33;322724;S3;F1;4008;Bag;4008
Columbus, OH;Coloring Agent33;322724;S3;F10;1623;Bag;1623
Columbus, OH;Coloring Agent33;322724;S3;F11;10508;Bag;10508
Columbus, OH;Coloring Agent33;322724;S3;F12;4563;Bag;4563
Columbus, OH;Coloring Agent33;322724;S3;F3;5979;Bag;3881
Columbus, OH;Coloring Agent33;322724;S3;F3;5979;Box;2098
Columbus, OH;Coloring Agent33;322724;S3;F5;4969;Bag;4038
Columbus, OH;Coloring Agent33;322724;S3;F5;4969;Box;931
Columbus, OH;Coloring Agent33;322724;S3;F6;1898;Box;1898
Columbus, OH;Coloring Agent33;322724;S3;F7;4293;Bag;2138
Columbus, OH;Coloring Agent33;322724;S3;F7;4293;Box;2155
Columbus, OH;Coloring Agent33;322724;S3;F9;2146;Bag;2146
Columbus, OH;Coloring Agent33;322724;S4;F1;7371;Bag;7371
Columbus, OH;Coloring Agent33;322724;S4;F10;4947;Bag;2287
Columbus, OH;Coloring Agent33;322724;S4;F10;4947;Box;2660
Columbus, OH;Coloring Agent33;322724;S4;F11;2647;Bag;2647
Columbus, OH;Coloring Agent33;322724;S4;F12;2684;Bag;2684
Columbus, OH;Coloring Agent33;322724;S4;F3;4539;Bag;2114
Columbus, OH;Coloring Agent33;322724;S4;F3;4539;Box;2425
Columbus, OH;Coloring Agent33;322724;S4;F4;2331;Bag;2331
Columbus, OH;Coloring Agent33;322724;S4;F5;4833;Bag;4833
Columbus, OH;Coloring Agent33;322724;S4;F6;3166;Bag;3166
Columbus, OH;Coloring Agent33;322724;S4;F7;2205;Bag;2205
Columbus, OH;Coloring Agent33;322724;S4;F8;954;Box;954
Columbus, OH;Coloring Agent33;322724;S4;F9;4965;Box;4965
Columbus, OH;Coloring Agent33;322724;S5;F1;3884;Bag;3884
Columbus, OH;Coloring Agent33;322724;S5;F10;1988;Bag;1988
Columbus, OH;Coloring Agent33;322724;S5;F11;7360;Bag;7360
Columbus, OH;Coloring Agent33;322724;S5;F12;9717;Bag;9717
Columbus, OH;Coloring Agent33;322724;S5;F2;2185;Bag;2185
Columbus, OH;Coloring Agent33;322724;S5;F3;2229;Bag;2229
Columbus, OH;Coloring Agent33;322724;S5;F5;14592;Bag;14592
Columbus, OH;Coloring Agent33;322724;S5;F6;6230;Bag;6230
Columbus, OH;Coloring Agent33;322724;S5;F7;2971;Bag;2971
Columbus, OH;Coloring Agent33;322724;S5;F8;1817;Box;1817
Columbus, OH;Coloring Agent33;322724;S5;F9;12676;Bag;12676
Columbus, OH;Coloring Agent35;329062;S1;F1;10969;Bag;9909
Columbus, OH;Coloring Agent35;329062;S1;F1;10969;Box;1060
Columbus, OH;Coloring Agent35;329062;S1;F10;1735;Bag;1735
Columbus, OH;Coloring Agent35;329062;S1;F11;1808;Box;1808
Columbus, OH;Coloring Agent35;329062;S1;F3;6014;Bag;6014
Columbus, OH;Coloring Agent35;329062;S1;F4;5775;Bag;5775
Columbus, OH;Coloring Agent35;329062;S1;F5;9482;Bag;9482
Columbus, OH;Coloring Agent35;329062;S1;F7;9819;Bag;9819
Columbus, OH;Coloring Agent35;329062;S1;F8;6755;Bag;6755
Columbus, OH;Coloring Agent35;329062;S1;F9;8434;Bag;8434
Columbus, OH;Coloring Agent35;329062;S2;F1;7506;Bag;5608
Columbus, OH;Coloring Agent35;329062;S2;F1;7506;Box;1898
Columbus, OH;Coloring Agent35;329062;S2;F10;6510;Bag;4740
Columbus, OH;Coloring Agent35;329062;S2;F10;6510;Box;1770
Columbus, OH;Coloring Agent35;329062;S2;F12;1868;Bag;1868
Columbus, OH;Coloring Agent35;329062;S2;F2;2672;Bag;2672
Columbus, OH;Coloring Agent35;329062;S2;F3;2272;Box;2272
Columbus, OH;Coloring Agent35;329062;S2;F4;4332;Box;4332
Columbus, OH;Coloring Agent35;329062;S2;F6;2541;Bag;2541
Columbus, OH;Coloring Agent35;329062;S2;F7;4055;Bag;4055
Columbus, OH;Coloring Agent35;329062;S2;F8;8982;Bag;8982
Columbus, OH;Coloring Agent35;329062;S2;F9;9927;Bag;9927
Columbus, OH;Coloring Agent35;329062;S3;F1;18548;Bag;15477
Columbus, OH;Coloring Agent35;329062;S3;F1;18548;Box;3071
Columbus, OH;Coloring Agent35;329062;S3;F10;7838;Bag;5580
Columbus, OH;Coloring Agent35;329062;S3;F10;7838;Box;2258
Columbus, OH;Coloring Agent35;329062;S3;F11;2762;Bag;874
Columbus, OH;Coloring Agent35;329062;S3;F11;2762;Box;1888
Columbus, OH;Coloring Agent35;329062;S3;F2;4191;Bag;4191
Columbus, OH;Coloring Agent35;329062;S3;F3;5073;Bag;5073
Columbus, OH;Coloring Agent35;329062;S3;F4;3848;Bag;3848
Columbus, OH;Coloring Agent35;329062;S3;F5;19187;Bag;19187
Columbus, OH;Coloring Agent35;329062;S3;F6;2035;Bag;2035
Columbus, OH;Coloring Agent35;329062;S3;F7;25020;Bag;25020
Columbus, OH;Coloring Agent35;329062;S3;F8;14435;Bag;8150
Columbus, OH;Coloring Agent35;329062;S3;F8;14435;Box;6285
Columbus, OH;Coloring Agent35;329062;S3;F9;18675;Bag;18675
Columbus, OH;Coloring Agent35;329062;S4;F1;2138;Bag;2138
Columbus, OH;Coloring Agent35;329062;S4;F11;5453;Bag;3661
Columbus, OH;Coloring Agent35;329062;S4;F11;5453;Box;1792
Columbus, OH;Coloring Agent35;329062;S4;F12;6521;Bag;4341
